,ZONE CHART,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
0,,,,,,,,,
1,UPS Ground/UPS 3 Day Select/UPS 2nd Day Air/UPS 2nd Day Air A.M./UPS Next Day Air Saver/UPS Next Day Air,,,,,,,,
2,,,,,,,,,
3,For shipments originating in ZIP Codes 854-01 to 854-99. To determine zone,,,,,,,,
4,take the first three digits of the receiver's ZIP Code and refer to the chart below:,,,,,,,,
5,,,,,,,,,
6,ZONES,,,,,,,,
7,Dest. ZIP,Ground,3 Day Select,2nd Day Air,2nd Day Air A.M.,Next Day Air Saver,Next Day Air,,
8,004-005,008,308,208,248,138,108,,
9,006-007,045,-,225,-,-,125,,
10,009,045,-,225,-,-,125,,
11,010-089,008,308,208,248,138,108,,
12,100-288,008,308,208,248,138,108,,
13,289,007,307,207,247,137,107,,
14,290-299,008,308,208,248,138,108,,
15,300-303,007,307,207,247,137,107,,
16,304,008,308,208,248,138,108,,
17,305,007,307,207,247,137,107,,
18,306,008,308,208,248,138,108,,
19,307,007,307,207,247,137,107,,
20,308-309,008,308,208,248,138,108,,
21,310-312,007,307,207,247,137,107,,
22,313-316,008,308,208,248,138,108,,
23,317-319,007,307,207,247,137,107,,
24,320-322,008,308,208,248,138,108,,
25,323-325,007,307,207,247,137,107,,
26,326-339,008,308,208,248,138,108,,
27,341,008,308,208,248,138,108,,
28,342-349,008,308,208,248,138,108,,
29,350-374,007,307,207,247,137,107,,
30,375,006,306,206,246,136,106,,
31,376,008,308,208,248,138,108,,
32,377-379,007,307,207,247,137,107,,
33,380-381,006,306,206,246,136,106,,
34,382-385,007,307,207,247,137,107,,
35,386-387,006,306,206,246,136,106,,
36,388-410,007,307,207,247,137,107,,
37,411-412,008,308,208,248,138,108,,
38,413-414,007,307,207,247,137,107,,
39,415-416,008,308,208,248,138,108,,
40,417-432,007,307,207,247,137,107,,
41,433,008,308,208,248,138,108,,
42,434-436,007,307,207,247,137,107,,
43,437-449,008,308,208,248,138,108,,
44,450-455,007,307,207,247,137,107,,
45,456-457,008,308,208,248,138,108,,
46,458-479,007,307,207,247,137,107,,
47,480-487,008,308,208,248,138,108,,
48,488-496,007,307,207,247,137,107,,
49,497,008,308,208,248,138,108,,
50,498-499,007,307,207,247,137,107,,
51,500-516,006,306,206,246,136,106,,
52,520-521,007,307,207,247,137,107,,
53,522-526,006,306,206,246,136,106,,
54,527-539,007,307,207,247,137,107,,
55,540,006,306,206,246,136,106,,
56,541-549,007,307,207,247,137,107,,
57,550-555,006,306,206,246,136,106,,
58,556-559,007,307,207,247,137,107,,
59,560-563,006,306,206,246,136,106,,
60,564,007,307,207,247,137,107,,
61,565,006,306,206,246,136,106,,
62,566-567,007,307,207,247,137,107,,
63,570-576,006,306,206,246,136,106,,
64,577,005,305,205,245,135,105,,
65,580-588,006,306,206,246,136,106,,
66,590-591,005,305,205,245,135,105,,
67,592-595,006,306,206,246,136,106,,
68,596-598,005,305,205,245,135,105,,
69,599,006,306,206,246,136,106,,
70,600-622,007,307,207,247,137,107,,
71,623,006,306,206,246,136,106,,
72,624-633,007,307,207,247,137,107,,
73,634-636,006,306,206,246,136,106,,
74,637-638,007,307,207,247,137,107,,
75,639-675,006,306,206,246,136,106,,
76,676-679,005,305,205,245,135,105,,
77,680-689,006,306,206,246,136,106,,
78,690-691,005,305,205,245,135,105,,
79,692,006,306,206,246,136,106,,
80,693,005,305,205,245,135,105,,
81,700-704,007,307,207,247,137,107,,
82,705-729,006,306,206,246,136,106,,
83,730-739,005,305,205,245,135,105,,
84,740-761,006,306,206,246,136,106,,
85,762-763,005,305,205,245,135,105,,
86,764-767,006,306,206,246,136,106,,
87,768-769,005,305,205,245,135,105,,
88,770-779,006,306,206,246,136,106,,
89,780-782,005,305,205,245,135,105,,
90,783-785,006,306,206,246,136,106,,
91,786-788,005,305,205,245,135,105,,
92,789,006,306,206,246,136,106,,
93,790-797,005,305,205,245,135,105,,
94,798-799,004,304,204,244,134,104,,
95,800-810,005,305,205,245,135,105,,
96,811,004,304,204,244,134,104,,
97,812,005,305,205,245,135,105,,
98,813-815,004,304,204,244,134,104,,
99,816-837,005,305,205,245,135,105,,
100,838,006,306,206,246,136,106,,
101,840-847,004,304,204,244,134,104,,
102,850-851,002,302,202,242,132,102,,
103,852,003,303,203,243,133,103,,
104,853-854,002,302,202,242,132,102,,
105,855-864,003,303,203,243,133,103,,
106,865-880,004,304,204,244,134,104,,
107,881,005,305,205,245,135,105,,
108,882-883,004,304,204,244,134,104,,
109,884,005,305,205,245,135,105,,
110,885,004,304,204,244,134,104,,
111,889-892,003,303,203,243,133,103,,
112,893-898,004,304,204,244,134,104,,
113,900-918,003,303,203,243,133,103,,
114,919-922,002,302,202,242,132,102,,
115,923-933,003,303,203,243,133,103,,
116,934,004,304,204,244,134,104,,
117,935,003,303,203,243,133,103,,
118,936-954,004,304,204,244,134,104,,
119,955,005,305,205,245,135,105,,
120,956-959,004,304,204,244,134,104,,
121,960,005,305,205,245,135,105,,
122,961,004,304,204,244,134,104,,
123,970-979,005,305,205,245,135,105,,
124,980-985,006,306,206,246,136,106,,
125,986,005,305,205,245,135,105,,
126,988,006,306,206,246,136,106,,
127,989,005,305,205,245,135,105,,
128,990-992,006,306,206,246,136,106,,
129,993-994,005,305,205,245,135,105,,
130,,,,,,,,,
131,"[1] For Virgin Islands, Guam, Marshall Islands, etc., please refer to the Worldwide Rate and Zone information.",,,,,,,,
132,,,,,,,,,
133,"[2] For Hawaii, the following Postal Codes are Zone 44 for Ground, Zone 124 for Next Day Air and Zone 224 for 2nd Day Air:",,,,,,,,
134,96701,96706,96707,96709,96712,96717,96730,96731.0,96734.0
135,96744,96759,96762,96782,96786,96789,96791,96792.0,96795.0
136,96797,96801,96802,96803,96804,96805,96806,96807.0,96808.0
137,96809,96810,96811,96812,96813,96814,96815,96816.0,96817.0
138,96818,96819,96820,96821,96822,96823,96824,96825.0,96826.0
139,96827,96828,96830,96835,96836,96837,96838,96839.0,96840.0
140,96841,96842,96843,96844,96845,96846,96847,96848.0,96849.0
141,96850,96853,96854,96857,96858,96859,96860,96861.0,96862.0
142,96863,96898,,,,,,,
143,"For Hawaii, the following Postal Codes are Zone 46 for Ground, Zone 126 for Next Day Air and Zone 226 for 2nd Day Air:",,,,,,,,
144,96703,96704,96705,96708,96710,96713,96714,96715.0,96716.0
145,96718,96719,96720,96721,96722,96725,96726,96727.0,96728.0
146,96729,96732,96733,96737,96738,96739,96740,96741.0,96742.0
147,96743,96745,96746,96747,96748,96749,96750,96751.0,96752.0
148,96753,96754,96755,96756,96757,96760,96761,96763.0,96764.0
149,96765,96766,96767,96768,96769,96770,96771,96772.0,96773.0
150,96774,96775,96776,96777,96778,96779,96780,96781.0,96783.0
151,96784,96785,96788,96790,96793,96796,,,
152,,,,,,,,,
153,"[3] For Alaska, the following Postal Codes are Zone 44 for Ground, Zone 124 for Next Day Air and Zone 224 for 2nd Day Air:",,,,,,,,
154,99501,99502,99503,99504,99505,99506,99507,99508.0,99509.0
155,99510,99511,99512,99513,99514,99515,99516,99517.0,99518.0
156,99519,99520,99521,99522,99523,99524,99540,99556.0,99567.0
157,99568,99572,99577,99587,99603,99605,99610,99611.0,99631.0
158,99635,99639,99645,99654,99664,99669,99672,99687.0,99701.0
159,99702,99703,99705,99706,99707,99708,99709,99710.0,99711.0
160,99712,99775,,,,,,,
161,"For Alaska, the following Postal Codes are Zone 46 for Ground, Zone 126 for Next Day Air and Zone 226 for 2nd Day Air.",,,,,,,,
162,99529,99530,99545,99546,99547,99548,99549,99550.0,99551.0
163,99552,99553,99554,99555,99557,99558,99559,99561.0,99563.0
