,ZONE CHART,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
0,,,,,,,,,
1,UPS Ground/UPS 3 Day Select/UPS 2nd Day Air/UPS 2nd Day Air A.M./UPS Next Day Air Saver/UPS Next Day Air,,,,,,,,
2,,,,,,,,,
3,For shipments originating in ZIP Codes 004-01 to 005-99. To determine zone,,,,,,,,
4,take the first three digits of the receiver's ZIP Code and refer to the chart below:,,,,,,,,
5,,,,,,,,,
6,ZONES,,,,,,,,
7,Dest. ZIP,Ground,3 Day Select,2nd Day Air,2nd Day Air A.M.,Next Day Air Saver,Next Day Air,,
8,004-005,002,302,202,242,132,102,,
9,006-007,045,-,225,-,-,125,,
10,009,045,-,225,-,-,125,,
11,010-013,002,302,202,242,132,102,,
12,014,003,303,203,243,133,103,,
13,015-018,002,302,202,242,132,102,,
14,019,003,303,203,243,133,103,,
15,020-024,002,302,202,242,132,102,,
16,025-026,003,303,203,243,133,103,,
17,027-029,002,302,202,242,132,102,,
18,030-033,003,303,203,243,133,103,,
19,034,002,302,202,242,132,102,,
20,035-043,003,303,203,243,133,103,,
21,044,004,304,204,244,134,104,,
22,045,003,303,203,243,133,103,,
23,046-049,004,304,204,244,134,104,,
24,050-051,003,303,203,243,133,103,,
25,052-053,002,302,202,242,132,102,,
26,054,003,303,203,243,133,103,,
27,055,002,302,202,242,132,102,,
28,056-059,003,303,203,243,133,103,,
29,060-089,002,302,202,242,132,102,,
30,100-127,002,302,202,242,132,102,,
31,128-136,003,303,203,243,133,103,,
32,137-139,002,302,202,242,132,102,,
33,140-142,003,303,203,243,133,103,,
34,143,004,304,204,244,134,104,,
35,144-149,003,303,203,243,133,103,,
36,150-154,004,304,204,244,134,104,,
37,155,003,303,203,243,133,103,,
38,156,004,304,204,244,134,104,,
39,157-159,003,303,203,243,133,103,,
40,160-162,004,304,204,244,134,104,,
41,163,003,303,203,243,133,103,,
42,164-165,004,304,204,244,134,104,,
43,166-169,003,303,203,243,133,103,,
44,170-172,002,302,202,242,132,102,,
45,173-174,003,303,203,243,133,103,,
46,175-176,002,302,202,242,132,102,,
47,177,003,303,203,243,133,103,,
48,178-199,002,302,202,242,132,102,,
49,200-218,003,303,203,243,133,103,,
50,219,002,302,202,242,132,102,,
51,220-238,003,303,203,243,133,103,,
52,239-253,004,304,204,244,134,104,,
53,254,003,303,203,243,133,103,,
54,255-266,004,304,204,244,134,104,,
55,267,003,303,203,243,133,103,,
56,268-288,004,304,204,244,134,104,,
57,289-292,005,305,205,245,135,105,,
58,293,004,304,204,244,134,104,,
59,294,005,305,205,245,135,105,,
60,295-297,004,304,204,244,134,104,,
61,298-324,005,305,205,245,135,105,,
62,325,006,306,206,246,136,106,,
63,326-329,005,305,205,245,135,105,,
64,330-334,006,306,206,246,136,106,,
65,335-336,005,305,205,245,135,105,,
66,337,006,306,206,246,136,106,,
67,338,005,305,205,245,135,105,,
68,339,006,306,206,246,136,106,,
69,341,006,306,206,246,136,106,,
70,342-347,005,305,205,245,135,105,,
71,349,006,306,206,246,136,106,,
72,350-364,005,305,205,245,135,105,,
73,365-366,006,306,206,246,136,106,,
74,367-375,005,305,205,245,135,105,,
75,376,004,304,204,244,134,104,,
76,377-386,005,305,205,245,135,105,,
77,387,006,306,206,246,136,106,,
78,388-389,005,305,205,245,135,105,,
79,390-392,006,306,206,246,136,106,,
80,393,005,305,205,245,135,105,,
81,394-396,006,306,206,246,136,106,,
82,397-402,005,305,205,245,135,105,,
83,403-406,004,304,204,244,134,104,,
84,407-409,005,305,205,245,135,105,,
85,410-418,004,304,204,244,134,104,,
86,420-427,005,305,205,245,135,105,,
87,430-459,004,304,204,244,134,104,,
88,460-466,005,305,205,245,135,105,,
89,467-468,004,304,204,244,134,104,,
90,469,005,305,205,245,135,105,,
91,470,004,304,204,244,134,104,,
92,471-472,005,305,205,245,135,105,,
93,473,004,304,204,244,134,104,,
94,474-479,005,305,205,245,135,105,,
95,480-489,004,304,204,244,134,104,,
96,490-491,005,305,205,245,135,105,,
97,492,004,304,204,244,134,104,,
98,493-499,005,305,205,245,135,105,,
99,500-503,006,306,206,246,136,106,,
100,504,005,305,205,245,135,105,,
101,505,006,306,206,246,136,106,,
102,506-507,005,305,205,245,135,105,,
103,508-516,006,306,206,246,136,106,,
104,520-539,005,305,205,245,135,105,,
105,540,006,306,206,246,136,106,,
106,541-549,005,305,205,245,135,105,,
107,550-555,006,306,206,246,136,106,,
108,556-559,005,305,205,245,135,105,,
109,560-576,006,306,206,246,136,106,,
110,577,007,307,207,247,137,107,,
111,580-585,006,306,206,246,136,106,,
112,586-593,007,307,207,247,137,107,,
113,594-599,008,308,208,248,138,108,,
114,600-639,005,305,205,245,135,105,,
115,640-649,006,306,206,246,136,106,,
116,650-652,005,305,205,245,135,105,,
117,653,006,306,206,246,136,106,,
118,654-655,005,305,205,245,135,105,,
119,656-676,006,306,206,246,136,106,,
120,677-679,007,307,207,247,137,107,,
121,680-689,006,306,206,246,136,106,,
122,690,007,307,207,247,137,107,,
123,691-692,006,306,206,246,136,106,,
124,693,007,307,207,247,137,107,,
125,700-722,006,306,206,246,136,106,,
126,723-724,005,305,205,245,135,105,,
127,725-732,006,306,206,246,136,106,,
128,733,007,307,207,247,137,107,,
129,734-738,006,306,206,246,136,106,,
130,739,007,307,207,247,137,107,,
131,740-762,006,306,206,246,136,106,,
132,763,007,307,207,247,137,107,,
133,764,006,306,206,246,136,106,,
134,765-772,007,307,207,247,137,107,,
135,773,006,306,206,246,136,106,,
136,774-775,007,307,207,247,137,107,,
137,776-777,006,306,206,246,136,106,,
138,778-797,007,307,207,247,137,107,,
139,798-799,008,308,208,248,138,108,,
140,800-812,007,307,207,247,137,107,,
141,813,008,308,208,248,138,108,,
142,814,007,307,207,247,137,107,,
143,815,008,308,208,248,138,108,,
144,816-820,007,307,207,247,137,107,,
145,821,008,308,208,248,138,108,,
146,822-828,007,307,207,247,137,107,,
147,829-874,008,308,208,248,138,108,,
148,875-877,007,307,207,247,137,107,,
149,878-880,008,308,208,248,138,108,,
150,881-884,007,307,207,247,137,107,,
151,885-961,008,308,208,248,138,108,,
152,970-986,008,308,208,248,138,108,,
153,988-994,008,308,208,248,138,108,,
154,,,,,,,,,
155,"[1] For Virgin Islands, Guam, Marshall Islands, etc., please refer to the Worldwide Rate and Zone information.",,,,,,,,
156,,,,,,,,,
157,"[2] For Hawaii, the following Postal Codes are Zone 44 for Ground, Zone 124 for Next Day Air and Zone 224 for 2nd Day Air:",,,,,,,,
158,96701,96706,96707,96709,96712,96717,96730,96731.0,96734.0
159,96744,96759,96762,96782,96786,96789,96791,96792.0,96795.0
160,96797,96801,96802,96803,96804,96805,96806,96807.0,96808.0
161,96809,96810,96811,96812,96813,96814,96815,96816.0,96817.0
162,96818,96819,96820,96821,96822,96823,96824,96825.0,96826.0
163,96827,96828,96830,96835,96836,96837,96838,96839.0,96840.0
164,96841,96842,96843,96844,96845,96846,96847,96848.0,96849.0
165,96850,96853,96854,96857,96858,96859,96860,96861.0,96862.0
166,96863,96898,,,,,,,
167,"For Hawaii, the following Postal Codes are Zone 46 for Ground, Zone 126 for Next Day Air and Zone 226 for 2nd Day Air:",,,,,,,,
168,96703,96704,96705,96708,96710,96713,96714,96715.0,96716.0
169,96718,96719,96720,96721,96722,96725,96726,96727.0,96728.0
170,96729,96732,96733,96737,96738,96739,96740,96741.0,96742.0
171,96743,96745,96746,96747,96748,96749,96750,96751.0,96752.0
172,96753,96754,96755,96756,96757,96760,96761,96763.0,96764.0
173,96765,96766,96767,96768,96769,96770,96771,96772.0,96773.0
174,96774,96775,96776,96777,96778,96779,96780,96781.0,96783.0
