origin,idx,destination,ground,three_day_select,two_day_air,two_day_air_am,next_day_air_saver,next_day_air,unknown1,unknown2
511,8,005,006,306,206,246,136,106,,
511,9,006,045,-,225,-,-,125,,
511,10,007,045,-,225,-,-,125,,
511,11,009,045,-,225,-,-,125,,
511,12,010,006,306,206,246,136,106,,
511,13,011,006,306,206,246,136,106,,
511,14,012,006,306,206,246,136,106,,
511,15,013,006,306,206,246,136,106,,
511,16,014,006,306,206,246,136,106,,
511,17,015,006,306,206,246,136,106,,
511,18,016,006,306,206,246,136,106,,
511,19,017,006,306,206,246,136,106,,
511,20,018,006,306,206,246,136,106,,
511,21,019,006,306,206,246,136,106,,
511,22,020,006,306,206,246,136,106,,
511,23,021,006,306,206,246,136,106,,
511,24,022,006,306,206,246,136,106,,
511,25,023,006,306,206,246,136,106,,
511,26,024,006,306,206,246,136,106,,
511,27,025,006,306,206,246,136,106,,
511,28,026,006,306,206,246,136,106,,
511,29,027,006,306,206,246,136,106,,
511,30,028,006,306,206,246,136,106,,
511,31,029,006,306,206,246,136,106,,
511,32,030,006,306,206,246,136,106,,
511,33,031,006,306,206,246,136,106,,
511,34,032,006,306,206,246,136,106,,
511,35,033,006,306,206,246,136,106,,
511,36,034,006,306,206,246,136,106,,
511,37,035,006,306,206,246,136,106,,
511,38,036,006,306,206,246,136,106,,
511,39,037,006,306,206,246,136,106,,
511,40,038,006,306,206,246,136,106,,
511,41,039,006,306,206,246,136,106,,
511,42,040,006,306,206,246,136,106,,
511,43,041,006,306,206,246,136,106,,
511,44,042,006,306,206,246,136,106,,
511,45,043,006,306,206,246,136,106,,
511,46,044,006,306,206,246,136,106,,
511,47,045,006,306,206,246,136,106,,
511,48,046,006,306,206,246,136,106,,
511,49,047,007,307,207,247,137,107,,
511,50,048,006,306,206,246,136,106,,
511,51,049,006,306,206,246,136,106,,
511,52,050,006,306,206,246,136,106,,
511,53,051,006,306,206,246,136,106,,
511,54,052,006,306,206,246,136,106,,
511,55,053,006,306,206,246,136,106,,
511,56,054,006,306,206,246,136,106,,
511,57,055,006,306,206,246,136,106,,
511,58,056,006,306,206,246,136,106,,
511,59,057,006,306,206,246,136,106,,
511,60,058,006,306,206,246,136,106,,
511,61,059,006,306,206,246,136,106,,
