origin,idx,destination,ground,three_day_select,two_day_air,two_day_air_am,next_day_air_saver,next_day_air,unknown1,unknown2
793,8,005,007,307,207,247,137,107,,
793,9,006,045,-,225,-,-,125,,
793,10,007,045,-,225,-,-,125,,
793,11,009,045,-,225,-,-,125,,
793,12,010,007,307,207,247,137,107,,
793,13,011,007,307,207,247,137,107,,
793,14,012,007,307,207,247,137,107,,
793,15,013,007,307,207,247,137,107,,
793,16,014,007,307,207,247,137,107,,
793,17,015,007,307,207,247,137,107,,
793,18,016,007,307,207,247,137,107,,
793,19,017,007,307,207,247,137,107,,
793,20,018,007,307,207,247,137,107,,
793,21,019,007,307,207,247,137,107,,
793,22,020,007,307,207,247,137,107,,
793,23,021,007,307,207,247,137,107,,
793,24,022,007,307,207,247,137,107,,
793,25,023,007,307,207,247,137,107,,
793,26,024,007,307,207,247,137,107,,
793,27,025,007,307,207,247,137,107,,
793,28,026,007,307,207,247,137,107,,
793,29,027,007,307,207,247,137,107,,
793,30,028,007,307,207,247,137,107,,
793,31,029,007,307,207,247,137,107,,
793,32,030,007,307,207,247,137,107,,
793,33,031,007,307,207,247,137,107,,
793,34,032,007,307,207,247,137,107,,
793,35,033,007,307,207,247,137,107,,
793,36,034,007,307,207,247,137,107,,
793,37,035,007,307,207,247,137,107,,
793,38,036,007,307,207,247,137,107,,
793,39,037,007,307,207,247,137,107,,
793,40,038,007,307,207,247,137,107,,
793,41,039,007,307,207,247,137,107,,
793,42,040,008,308,208,248,138,108,,
793,43,041,008,308,208,248,138,108,,
793,44,042,008,308,208,248,138,108,,
793,45,043,008,308,208,248,138,108,,
793,46,044,008,308,208,248,138,108,,
793,47,045,008,308,208,248,138,108,,
793,48,046,008,308,208,248,138,108,,
793,49,047,008,308,208,248,138,108,,
793,50,048,008,308,208,248,138,108,,
793,51,049,008,308,208,248,138,108,,
793,52,050,007,307,207,247,137,107,,
793,53,051,007,307,207,247,137,107,,
793,54,052,007,307,207,247,137,107,,
793,55,053,007,307,207,247,137,107,,
793,56,054,007,307,207,247,137,107,,
793,57,055,007,307,207,247,137,107,,
793,58,056,007,307,207,247,137,107,,
793,59,057,007,307,207,247,137,107,,
793,60,058,007,307,207,247,137,107,,
793,61,059,007,307,207,247,137,107,,
793,62,060,007,307,207,247,137,107,,
793,63,061,007,307,207,247,137,107,,
793,64,062,007,307,207,247,137,107,,
793,65,063,007,307,207,247,137,107,,
793,66,064,007,307,207,247,137,107,,
793,67,065,007,307,207,247,137,107,,
793,68,066,007,307,207,247,137,107,,
793,69,067,007,307,207,247,137,107,,
793,70,068,007,307,207,247,137,107,,
793,71,069,007,307,207,247,137,107,,
793,72,070,007,307,207,247,137,107,,
793,73,071,007,307,207,247,137,107,,
793,74,072,007,307,207,247,137,107,,
793,75,073,007,307,207,247,137,107,,
793,76,074,007,307,207,247,137,107,,
793,77,075,007,307,207,247,137,107,,
793,78,076,007,307,207,247,137,107,,
793,79,077,007,307,207,247,137,107,,
793,80,078,007,307,207,247,137,107,,
793,81,079,007,307,207,247,137,107,,
793,82,080,007,307,207,247,137,107,,
