origin,idx,destination,ground,three_day_select,two_day_air,two_day_air_am,next_day_air_saver,next_day_air,unknown1,unknown2
736,8,005,006,306,206,246,136,106,,
736,9,006,045,-,225,-,-,125,,
736,10,007,045,-,225,-,-,125,,
736,11,009,045,-,225,-,-,125,,
736,12,010,007,307,207,247,137,107,,
736,13,011,007,307,207,247,137,107,,
736,14,012,007,307,207,247,137,107,,
736,15,013,007,307,207,247,137,107,,
736,16,014,007,307,207,247,137,107,,
736,17,015,007,307,207,247,137,107,,
736,18,016,007,307,207,247,137,107,,
736,19,017,007,307,207,247,137,107,,
736,20,018,007,307,207,247,137,107,,
736,21,019,007,307,207,247,137,107,,
736,22,020,007,307,207,247,137,107,,
736,23,021,007,307,207,247,137,107,,
736,24,022,007,307,207,247,137,107,,
736,25,023,007,307,207,247,137,107,,
736,26,024,007,307,207,247,137,107,,
736,27,025,007,307,207,247,137,107,,
736,28,026,007,307,207,247,137,107,,
736,29,027,007,307,207,247,137,107,,
736,30,028,007,307,207,247,137,107,,
736,31,029,007,307,207,247,137,107,,
736,32,030,007,307,207,247,137,107,,
736,33,031,007,307,207,247,137,107,,
736,34,032,007,307,207,247,137,107,,
736,35,033,007,307,207,247,137,107,,
736,36,034,007,307,207,247,137,107,,
736,37,035,007,307,207,247,137,107,,
736,38,036,007,307,207,247,137,107,,
736,39,037,007,307,207,247,137,107,,
736,40,038,007,307,207,247,137,107,,
736,41,039,007,307,207,247,137,107,,
736,42,040,007,307,207,247,137,107,,
736,43,041,007,307,207,247,137,107,,
736,44,042,007,307,207,247,137,107,,
736,45,043,007,307,207,247,137,107,,
736,46,044,007,307,207,247,137,107,,
736,47,045,007,307,207,247,137,107,,
736,48,046,007,307,207,247,137,107,,
736,49,047,007,307,207,247,137,107,,
736,50,048,007,307,207,247,137,107,,
736,51,049,007,307,207,247,137,107,,
736,52,050,007,307,207,247,137,107,,
736,53,051,007,307,207,247,137,107,,
736,54,052,007,307,207,247,137,107,,
736,55,053,007,307,207,247,137,107,,
736,56,054,007,307,207,247,137,107,,
736,57,055,007,307,207,247,137,107,,
736,58,056,007,307,207,247,137,107,,
736,59,057,007,307,207,247,137,107,,
736,60,058,007,307,207,247,137,107,,
736,61,059,007,307,207,247,137,107,,
736,62,060,007,307,207,247,137,107,,
736,63,061,007,307,207,247,137,107,,
736,64,062,007,307,207,247,137,107,,
736,65,063,007,307,207,247,137,107,,
736,66,064,007,307,207,247,137,107,,
736,67,065,007,307,207,247,137,107,,
736,68,066,007,307,207,247,137,107,,
736,69,067,007,307,207,247,137,107,,
736,70,068,006,306,206,246,136,106,,
736,71,069,006,306,206,246,136,106,,
736,72,070,006,306,206,246,136,106,,
736,73,071,006,306,206,246,136,106,,
736,74,072,006,306,206,246,136,106,,
736,75,073,006,306,206,246,136,106,,
736,76,074,006,306,206,246,136,106,,
736,77,075,006,306,206,246,136,106,,
736,78,076,006,306,206,246,136,106,,
736,79,077,006,306,206,246,136,106,,
736,80,078,006,306,206,246,136,106,,
736,81,079,006,306,206,246,136,106,,
736,82,080,006,306,206,246,136,106,,
736,83,081,006,306,206,246,136,106,,
736,84,082,006,306,206,246,136,106,,
736,85,083,006,306,206,246,136,106,,
736,86,084,006,306,206,246,136,106,,
736,87,085,006,306,206,246,136,106,,
736,88,086,006,306,206,246,136,106,,
736,89,087,006,306,206,246,136,106,,
736,90,088,006,306,206,246,136,106,,
736,91,089,006,306,206,246,136,106,,
736,92,100,006,306,206,246,136,106,,
736,93,101,006,306,206,246,136,106,,
736,94,102,006,306,206,246,136,106,,
736,95,103,006,306,206,246,136,106,,
736,96,104,006,306,206,246,136,106,,
736,97,105,006,306,206,246,136,106,,
736,98,106,006,306,206,246,136,106,,
736,99,107,006,306,206,246,136,106,,
736,100,108,006,306,206,246,136,106,,
736,101,109,006,306,206,246,136,106,,
736,102,110,006,306,206,246,136,106,,
736,103,111,006,306,206,246,136,106,,
736,104,112,006,306,206,246,136,106,,
736,105,113,006,306,206,246,136,106,,
736,106,114,006,306,206,246,136,106,,
736,107,115,006,306,206,246,136,106,,
736,108,116,006,306,206,246,136,106,,
736,109,117,006,306,206,246,136,106,,
736,110,118,006,306,206,246,136,106,,
736,111,119,007,307,207,247,137,107,,
736,112,120,006,306,206,246,136,106,,
736,113,121,006,306,206,246,136,106,,
736,114,122,006,306,206,246,136,106,,
736,115,123,006,306,206,246,136,106,,
736,116,124,006,306,206,246,136,106,,
736,117,125,006,306,206,246,136,106,,
736,118,126,006,306,206,246,136,106,,
736,119,127,006,306,206,246,136,106,,
736,120,128,007,307,207,247,137,107,,
736,121,129,007,307,207,247,137,107,,
736,122,130,006,306,206,246,136,106,,
736,123,131,006,306,206,246,136,106,,
736,124,132,006,306,206,246,136,106,,
736,125,133,006,306,206,246,136,106,,
736,126,134,006,306,206,246,136,106,,
736,127,135,006,306,206,246,136,106,,
736,128,136,006,306,206,246,136,106,,
736,129,137,006,306,206,246,136,106,,
736,130,138,006,306,206,246,136,106,,
736,131,139,006,306,206,246,136,106,,
736,132,140,006,306,206,246,136,106,,
736,133,141,006,306,206,246,136,106,,
736,134,142,006,306,206,246,136,106,,
736,135,143,006,306,206,246,136,106,,
736,136,144,006,306,206,246,136,106,,
736,137,145,006,306,206,246,136,106,,
736,138,146,006,306,206,246,136,106,,
736,139,147,006,306,206,246,136,106,,
736,140,148,006,306,206,246,136,106,,
736,141,149,006,306,206,246,136,106,,
736,142,150,006,306,206,246,136,106,,
736,143,151,006,306,206,246,136,106,,
736,144,152,006,306,206,246,136,106,,
736,145,153,006,306,206,246,136,106,,
736,146,154,006,306,206,246,136,106,,
736,147,155,006,306,206,246,136,106,,
736,148,156,006,306,206,246,136,106,,
736,149,157,006,306,206,246,136,106,,
736,150,158,006,306,206,246,136,106,,
736,151,159,006,306,206,246,136,106,,
736,152,160,006,306,206,246,136,106,,
736,153,161,006,306,206,246,136,106,,
736,154,162,006,306,206,246,136,106,,
736,155,163,006,306,206,246,136,106,,
736,156,164,006,306,206,246,136,106,,
736,157,165,006,306,206,246,136,106,,
736,158,166,006,306,206,246,136,106,,
736,159,167,006,306,206,246,136,106,,
736,160,168,006,306,206,246,136,106,,
736,161,169,006,306,206,246,136,106,,
736,162,170,006,306,206,246,136,106,,
736,163,171,006,306,206,246,136,106,,
736,164,172,006,306,206,246,136,106,,
736,165,173,006,306,206,246,136,106,,
736,166,174,006,306,206,246,136,106,,
736,167,175,006,306,206,246,136,106,,
736,168,176,006,306,206,246,136,106,,
736,169,177,006,306,206,246,136,106,,
736,170,178,006,306,206,246,136,106,,
736,171,179,006,306,206,246,136,106,,
736,172,180,006,306,206,246,136,106,,
736,173,181,006,306,206,246,136,106,,
736,174,182,006,306,206,246,136,106,,
736,175,183,006,306,206,246,136,106,,
736,176,184,006,306,206,246,136,106,,
736,177,185,006,306,206,246,136,106,,
736,178,186,006,306,206,246,136,106,,
736,179,187,006,306,206,246,136,106,,
736,180,188,006,306,206,246,136,106,,
736,181,189,006,306,206,246,136,106,,
736,182,190,006,306,206,246,136,106,,
736,183,191,006,306,206,246,136,106,,
736,184,192,006,306,206,246,136,106,,
736,185,193,006,306,206,246,136,106,,
736,186,194,006,306,206,246,136,106,,
736,187,195,006,306,206,246,136,106,,
736,188,196,006,306,206,246,136,106,,
736,189,197,006,306,206,246,136,106,,
736,190,198,006,306,206,246,136,106,,
736,191,199,006,306,206,246,136,106,,
736,192,200,006,306,206,246,136,106,,
736,193,201,006,306,206,246,136,106,,
736,194,202,006,306,206,246,136,106,,
736,195,203,006,306,206,246,136,106,,
736,196,204,006,306,206,246,136,106,,
736,197,205,006,306,206,246,136,106,,
736,198,206,006,306,206,246,136,106,,
736,199,207,006,306,206,246,136,106,,
736,200,208,006,306,206,246,136,106,,
736,201,209,006,306,206,246,136,106,,
736,202,210,006,306,206,246,136,106,,
736,203,211,006,306,206,246,136,106,,
736,204,212,006,306,206,246,136,106,,
736,205,214,006,306,206,246,136,106,,
736,206,215,006,306,206,246,136,106,,
736,207,216,006,306,206,246,136,106,,
736,208,217,006,306,206,246,136,106,,
736,209,218,006,306,206,246,136,106,,
736,210,219,006,306,206,246,136,106,,
736,211,220,006,306,206,246,136,106,,
736,212,221,006,306,206,246,136,106,,
736,213,222,006,306,206,246,136,106,,
736,214,223,006,306,206,246,136,106,,
736,215,224,006,306,206,246,136,106,,
736,216,225,006,306,206,246,136,106,,
736,217,226,006,306,206,246,136,106,,
736,218,227,006,306,206,246,136,106,,
736,219,228,006,306,206,246,136,106,,
736,220,229,006,306,206,246,136,106,,
736,221,230,006,306,206,246,136,106,,
736,222,231,006,306,206,246,136,106,,
736,223,232,006,306,206,246,136,106,,
736,224,233,006,306,206,246,136,106,,
736,225,234,006,306,206,246,136,106,,
736,226,235,006,306,206,246,136,106,,
736,227,236,006,306,206,246,136,106,,
736,228,237,006,306,206,246,136,106,,
736,229,238,006,306,206,246,136,106,,
736,230,239,006,306,206,246,136,106,,
736,231,240,006,306,206,246,136,106,,
736,232,241,006,306,206,246,136,106,,
736,233,242,005,305,205,245,135,105,,
736,234,243,005,305,205,245,135,105,,
736,235,244,006,306,206,246,136,106,,
736,236,245,006,306,206,246,136,106,,
736,237,246,005,305,205,245,135,105,,
736,238,247,005,305,205,245,135,105,,
736,239,248,005,305,205,245,135,105,,
736,240,249,006,306,206,246,136,106,,
736,241,250,005,305,205,245,135,105,,
736,242,251,005,305,205,245,135,105,,
736,243,252,005,305,205,245,135,105,,
736,244,253,005,305,205,245,135,105,,
736,245,254,006,306,206,246,136,106,,
736,246,255,005,305,205,245,135,105,,
736,247,256,005,305,205,245,135,105,,
736,248,257,005,305,205,245,135,105,,
736,249,258,005,305,205,245,135,105,,
736,250,259,005,305,205,245,135,105,,
736,251,260,006,306,206,246,136,106,,
736,252,261,005,305,205,245,135,105,,
736,253,262,006,306,206,246,136,106,,
736,254,263,006,306,206,246,136,106,,
736,255,264,006,306,206,246,136,106,,
736,256,265,006,306,206,246,136,106,,
736,257,266,005,305,205,245,135,105,,
736,258,267,006,306,206,246,136,106,,
736,259,268,006,306,206,246,136,106,,
736,260,270,006,306,206,246,136,106,,
736,261,271,006,306,206,246,136,106,,
736,262,272,006,306,206,246,136,106,,
736,263,273,006,306,206,246,136,106,,
736,264,274,006,306,206,246,136,106,,
736,265,275,006,306,206,246,136,106,,
736,266,276,006,306,206,246,136,106,,
736,267,277,006,306,206,246,136,106,,
736,268,278,006,306,206,246,136,106,,
736,269,279,006,306,206,246,136,106,,
736,270,280,005,305,205,245,135,105,,
736,271,281,005,305,205,245,135,105,,
736,272,282,005,305,205,245,135,105,,
736,273,283,006,306,206,246,136,106,,
736,274,284,006,306,206,246,136,106,,
736,275,285,006,306,206,246,136,106,,
736,276,286,005,305,205,245,135,105,,
736,277,287,005,305,205,245,135,105,,
736,278,288,005,305,205,245,135,105,,
736,279,289,005,305,205,245,135,105,,
736,280,290,005,305,205,245,135,105,,
736,281,291,005,305,205,245,135,105,,
736,282,292,005,305,205,245,135,105,,
736,283,293,005,305,205,245,135,105,,
736,284,294,006,306,206,246,136,106,,
736,285,295,006,306,206,246,136,106,,
736,286,296,005,305,205,245,135,105,,
736,287,297,005,305,205,245,135,105,,
736,288,298,005,305,205,245,135,105,,
736,289,299,006,306,206,246,136,106,,
736,290,300,005,305,205,245,135,105,,
736,291,301,005,305,205,245,135,105,,
736,292,302,005,305,205,245,135,105,,
736,293,303,005,305,205,245,135,105,,
736,294,304,005,305,205,245,135,105,,
736,295,305,005,305,205,245,135,105,,
736,296,306,005,305,205,245,135,105,,
736,297,307,005,305,205,245,135,105,,
736,298,308,005,305,205,245,135,105,,
736,299,309,005,305,205,245,135,105,,
736,300,310,005,305,205,245,135,105,,
736,301,311,005,305,205,245,135,105,,
736,302,312,005,305,205,245,135,105,,
736,303,313,006,306,206,246,136,106,,
736,304,314,006,306,206,246,136,106,,
736,305,315,005,305,205,245,135,105,,
736,306,316,005,305,205,245,135,105,,
736,307,317,005,305,205,245,135,105,,
736,308,318,005,305,205,245,135,105,,
736,309,319,005,305,205,245,135,105,,
736,310,320,006,306,206,246,136,106,,
736,311,321,006,306,206,246,136,106,,
736,312,322,006,306,206,246,136,106,,
736,313,323,005,305,205,245,135,105,,
736,314,324,005,305,205,245,135,105,,
736,315,325,005,305,205,245,135,105,,
736,316,326,006,306,206,246,136,106,,
736,317,327,006,306,206,246,136,106,,
736,318,328,006,306,206,246,136,106,,
736,319,329,006,306,206,246,136,106,,
736,320,330,006,306,206,246,136,106,,
736,321,331,006,306,206,246,136,106,,
736,322,332,006,306,206,246,136,106,,
736,323,333,006,306,206,246,136,106,,
736,324,334,006,306,206,246,136,106,,
736,325,335,006,306,206,246,136,106,,
736,326,336,006,306,206,246,136,106,,
736,327,337,006,306,206,246,136,106,,
736,328,338,006,306,206,246,136,106,,
736,329,339,006,306,206,246,136,106,,
736,330,341,006,306,206,246,136,106,,
736,331,342,006,306,206,246,136,106,,
736,332,344,006,306,206,246,136,106,,
736,333,346,006,306,206,246,136,106,,
736,334,347,006,306,206,246,136,106,,
736,335,349,006,306,206,246,136,106,,
736,336,350,005,305,205,245,135,105,,
736,337,351,005,305,205,245,135,105,,
736,338,352,005,305,205,245,135,105,,
736,339,354,005,305,205,245,135,105,,
736,340,355,005,305,205,245,135,105,,
736,341,356,005,305,205,245,135,105,,
736,342,357,005,305,205,245,135,105,,
736,343,358,005,305,205,245,135,105,,
736,344,359,005,305,205,245,135,105,,
736,345,360,005,305,205,245,135,105,,
736,346,361,005,305,205,245,135,105,,
736,347,362,005,305,205,245,135,105,,
736,348,363,005,305,205,245,135,105,,
736,349,364,005,305,205,245,135,105,,
736,350,365,005,305,205,245,135,105,,
736,351,366,005,305,205,245,135,105,,
736,352,367,005,305,205,245,135,105,,
736,353,368,005,305,205,245,135,105,,
736,354,369,005,305,205,245,135,105,,
736,355,370,005,305,205,245,135,105,,
736,356,371,005,305,205,245,135,105,,
736,357,372,005,305,205,245,135,105,,
736,358,373,005,305,205,245,135,105,,
736,359,374,005,305,205,245,135,105,,
736,360,375,004,304,204,244,134,104,,
736,361,376,005,305,205,245,135,105,,
736,362,377,005,305,205,245,135,105,,
736,363,378,005,305,205,245,135,105,,
736,364,379,005,305,205,245,135,105,,
736,365,380,004,304,204,244,134,104,,
736,366,381,004,304,204,244,134,104,,
736,367,382,004,304,204,244,134,104,,
736,368,383,004,304,204,244,134,104,,
736,369,384,005,305,205,245,135,105,,
736,370,385,005,305,205,245,135,105,,
736,371,386,004,304,204,244,134,104,,
736,372,387,004,304,204,244,134,104,,
736,373,388,004,304,204,244,134,104,,
736,374,389,004,304,204,244,134,104,,
736,375,390,004,304,204,244,134,104,,
736,376,391,004,304,204,244,134,104,,
736,377,392,004,304,204,244,134,104,,
736,378,393,005,305,205,245,135,105,,
736,379,394,005,305,205,245,135,105,,
736,380,395,005,305,205,245,135,105,,
736,381,396,004,304,204,244,134,104,,
736,382,397,005,305,205,245,135,105,,
736,383,398,005,305,205,245,135,105,,
736,384,399,005,305,205,245,135,105,,
736,385,400,005,305,205,245,135,105,,
736,386,401,005,305,205,245,135,105,,
736,387,402,005,305,205,245,135,105,,
736,388,403,005,305,205,245,135,105,,
736,389,404,005,305,205,245,135,105,,
736,390,405,005,305,205,245,135,105,,
736,391,406,005,305,205,245,135,105,,
736,392,407,005,305,205,245,135,105,,
736,393,408,005,305,205,245,135,105,,
736,394,409,005,305,205,245,135,105,,
736,395,410,005,305,205,245,135,105,,
736,396,411,005,305,205,245,135,105,,
736,397,412,005,305,205,245,135,105,,
736,398,413,005,305,205,245,135,105,,
736,399,414,005,305,205,245,135,105,,
736,400,415,005,305,205,245,135,105,,
736,401,416,005,305,205,245,135,105,,
736,402,417,005,305,205,245,135,105,,
736,403,418,005,305,205,245,135,105,,
736,404,420,004,304,204,244,134,104,,
736,405,421,005,305,205,245,135,105,,
736,406,422,005,305,205,245,135,105,,
736,407,423,005,305,205,245,135,105,,
736,408,424,005,305,205,245,135,105,,
736,409,425,005,305,205,245,135,105,,
736,410,426,005,305,205,245,135,105,,
736,411,427,005,305,205,245,135,105,,
736,412,430,005,305,205,245,135,105,,
736,413,431,005,305,205,245,135,105,,
736,414,432,005,305,205,245,135,105,,
736,415,433,005,305,205,245,135,105,,
736,416,434,005,305,205,245,135,105,,
736,417,435,005,305,205,245,135,105,,
736,418,436,005,305,205,245,135,105,,
736,419,437,005,305,205,245,135,105,,
736,420,438,005,305,205,245,135,105,,
