origin,idx,destination,ground,three_day_select,two_day_air,two_day_air_am,next_day_air_saver,next_day_air,unknown1,unknown2
757,8,005,006,306,206,246,136,106,,
757,9,006,045,-,225,-,-,125,,
757,10,007,045,-,225,-,-,125,,
757,11,009,045,-,225,-,-,125,,
757,12,010,006,306,206,246,136,106,,
757,13,011,006,306,206,246,136,106,,
757,14,012,006,306,206,246,136,106,,
757,15,013,007,307,207,247,137,107,,
757,16,014,007,307,207,247,137,107,,
757,17,015,007,307,207,247,137,107,,
757,18,016,007,307,207,247,137,107,,
757,19,017,007,307,207,247,137,107,,
757,20,018,007,307,207,247,137,107,,
757,21,019,007,307,207,247,137,107,,
757,22,020,007,307,207,247,137,107,,
757,23,021,007,307,207,247,137,107,,
757,24,022,007,307,207,247,137,107,,
757,25,023,007,307,207,247,137,107,,
757,26,024,007,307,207,247,137,107,,
757,27,025,007,307,207,247,137,107,,
757,28,026,007,307,207,247,137,107,,
757,29,027,007,307,207,247,137,107,,
757,30,028,007,307,207,247,137,107,,
757,31,029,007,307,207,247,137,107,,
757,32,030,007,307,207,247,137,107,,
757,33,031,007,307,207,247,137,107,,
757,34,032,007,307,207,247,137,107,,
757,35,033,007,307,207,247,137,107,,
757,36,034,007,307,207,247,137,107,,
757,37,035,007,307,207,247,137,107,,
757,38,036,007,307,207,247,137,107,,
757,39,037,007,307,207,247,137,107,,
757,40,038,007,307,207,247,137,107,,
757,41,039,007,307,207,247,137,107,,
757,42,040,007,307,207,247,137,107,,
757,43,041,007,307,207,247,137,107,,
757,44,042,007,307,207,247,137,107,,
757,45,043,007,307,207,247,137,107,,
757,46,044,007,307,207,247,137,107,,
757,47,045,007,307,207,247,137,107,,
757,48,046,007,307,207,247,137,107,,
757,49,047,007,307,207,247,137,107,,
757,50,048,007,307,207,247,137,107,,
757,51,049,007,307,207,247,137,107,,
757,52,050,007,307,207,247,137,107,,
757,53,051,007,307,207,247,137,107,,
757,54,052,006,306,206,246,136,106,,
757,55,053,007,307,207,247,137,107,,
757,56,054,007,307,207,247,137,107,,
757,57,055,007,307,207,247,137,107,,
757,58,056,007,307,207,247,137,107,,
757,59,057,007,307,207,247,137,107,,
757,60,058,007,307,207,247,137,107,,
757,61,059,007,307,207,247,137,107,,
757,62,060,006,306,206,246,136,106,,
757,63,061,006,306,206,246,136,106,,
757,64,062,007,307,207,247,137,107,,
757,65,063,006,306,206,246,136,106,,
757,66,064,006,306,206,246,136,106,,
757,67,065,006,306,206,246,136,106,,
757,68,066,006,306,206,246,136,106,,
757,69,067,006,306,206,246,136,106,,
757,70,068,006,306,206,246,136,106,,
757,71,069,006,306,206,246,136,106,,
757,72,070,006,306,206,246,136,106,,
757,73,071,006,306,206,246,136,106,,
757,74,072,006,306,206,246,136,106,,
757,75,073,006,306,206,246,136,106,,
757,76,074,006,306,206,246,136,106,,
757,77,075,006,306,206,246,136,106,,
757,78,076,006,306,206,246,136,106,,
757,79,077,006,306,206,246,136,106,,
757,80,078,006,306,206,246,136,106,,
757,81,079,006,306,206,246,136,106,,
757,82,080,006,306,206,246,136,106,,
757,83,081,006,306,206,246,136,106,,
757,84,082,006,306,206,246,136,106,,
757,85,083,006,306,206,246,136,106,,
757,86,084,006,306,206,246,136,106,,
757,87,085,006,306,206,246,136,106,,
757,88,086,006,306,206,246,136,106,,
757,89,087,006,306,206,246,136,106,,
757,90,088,006,306,206,246,136,106,,
757,91,089,006,306,206,246,136,106,,
757,92,100,006,306,206,246,136,106,,
757,93,101,006,306,206,246,136,106,,
757,94,102,006,306,206,246,136,106,,
757,95,103,006,306,206,246,136,106,,
757,96,104,006,306,206,246,136,106,,
757,97,105,006,306,206,246,136,106,,
757,98,106,006,306,206,246,136,106,,
757,99,107,006,306,206,246,136,106,,
757,100,108,006,306,206,246,136,106,,
757,101,109,006,306,206,246,136,106,,
757,102,110,006,306,206,246,136,106,,
757,103,111,006,306,206,246,136,106,,
757,104,112,006,306,206,246,136,106,,
757,105,113,006,306,206,246,136,106,,
757,106,114,006,306,206,246,136,106,,
757,107,115,006,306,206,246,136,106,,
757,108,116,006,306,206,246,136,106,,
757,109,117,006,306,206,246,136,106,,
757,110,118,006,306,206,246,136,106,,
757,111,119,006,306,206,246,136,106,,
757,112,120,006,306,206,246,136,106,,
757,113,121,006,306,206,246,136,106,,
757,114,122,006,306,206,246,136,106,,
757,115,123,006,306,206,246,136,106,,
757,116,124,006,306,206,246,136,106,,
757,117,125,006,306,206,246,136,106,,
757,118,126,006,306,206,246,136,106,,
757,119,127,006,306,206,246,136,106,,
757,120,128,006,306,206,246,136,106,,
757,121,129,007,307,207,247,137,107,,
757,122,130,006,306,206,246,136,106,,
757,123,131,006,306,206,246,136,106,,
757,124,132,006,306,206,246,136,106,,
757,125,133,006,306,206,246,136,106,,
757,126,134,006,306,206,246,136,106,,
757,127,135,006,306,206,246,136,106,,
757,128,136,006,306,206,246,136,106,,
757,129,137,006,306,206,246,136,106,,
757,130,138,006,306,206,246,136,106,,
757,131,139,006,306,206,246,136,106,,
757,132,140,006,306,206,246,136,106,,
757,133,141,006,306,206,246,136,106,,
757,134,142,006,306,206,246,136,106,,
757,135,143,006,306,206,246,136,106,,
757,136,144,006,306,206,246,136,106,,
757,137,145,006,306,206,246,136,106,,
757,138,146,006,306,206,246,136,106,,
757,139,147,006,306,206,246,136,106,,
757,140,148,006,306,206,246,136,106,,
757,141,149,006,306,206,246,136,106,,
757,142,150,005,305,205,245,135,105,,
757,143,151,005,305,205,245,135,105,,
757,144,152,005,305,205,245,135,105,,
757,145,153,005,305,205,245,135,105,,
757,146,154,005,305,205,245,135,105,,
757,147,155,006,306,206,246,136,106,,
757,148,156,006,306,206,246,136,106,,
757,149,157,006,306,206,246,136,106,,
757,150,158,006,306,206,246,136,106,,
757,151,159,006,306,206,246,136,106,,
757,152,160,006,306,206,246,136,106,,
757,153,161,006,306,206,246,136,106,,
757,154,162,006,306,206,246,136,106,,
757,155,163,006,306,206,246,136,106,,
757,156,164,006,306,206,246,136,106,,
757,157,165,006,306,206,246,136,106,,
757,158,166,006,306,206,246,136,106,,
757,159,167,006,306,206,246,136,106,,
