origin,idx,destination,ground,three_day_select,two_day_air,two_day_air_am,next_day_air_saver,next_day_air,unknown1,unknown2
711,8,005,006,306,206,246,136,106,,
711,9,006,045,-,225,-,-,125,,
711,10,007,045,-,225,-,-,125,,
711,11,009,045,-,225,-,-,125,,
711,12,010,006,306,206,246,136,106,,
711,13,011,006,306,206,246,136,106,,
711,14,012,006,306,206,246,136,106,,
711,15,013,006,306,206,246,136,106,,
711,16,014,006,306,206,246,136,106,,
711,17,015,006,306,206,246,136,106,,
711,18,016,006,306,206,246,136,106,,
711,19,017,006,306,206,246,136,106,,
711,20,018,006,306,206,246,136,106,,
711,21,019,006,306,206,246,136,106,,
711,22,020,006,306,206,246,136,106,,
711,23,021,006,306,206,246,136,106,,
711,24,022,006,306,206,246,136,106,,
711,25,023,006,306,206,246,136,106,,
711,26,024,006,306,206,246,136,106,,
711,27,025,007,307,207,247,137,107,,
711,28,026,007,307,207,247,137,107,,
711,29,027,006,306,206,246,136,106,,
711,30,028,006,306,206,246,136,106,,
711,31,029,006,306,206,246,136,106,,
711,32,030,006,306,206,246,136,106,,
711,33,031,006,306,206,246,136,106,,
711,34,032,006,306,206,246,136,106,,
711,35,033,006,306,206,246,136,106,,
711,36,034,006,306,206,246,136,106,,
711,37,035,007,307,207,247,137,107,,
711,38,036,006,306,206,246,136,106,,
711,39,037,006,306,206,246,136,106,,
711,40,038,007,307,207,247,137,107,,
711,41,039,007,307,207,247,137,107,,
711,42,040,007,307,207,247,137,107,,
711,43,041,007,307,207,247,137,107,,
711,44,042,007,307,207,247,137,107,,
711,45,043,007,307,207,247,137,107,,
711,46,044,007,307,207,247,137,107,,
711,47,045,007,307,207,247,137,107,,
711,48,046,007,307,207,247,137,107,,
711,49,047,007,307,207,247,137,107,,
711,50,048,007,307,207,247,137,107,,
711,51,049,007,307,207,247,137,107,,
711,52,050,006,306,206,246,136,106,,
711,53,051,006,306,206,246,136,106,,
711,54,052,006,306,206,246,136,106,,
711,55,053,006,306,206,246,136,106,,
711,56,054,006,306,206,246,136,106,,
711,57,055,006,306,206,246,136,106,,
711,58,056,006,306,206,246,136,106,,
711,59,057,006,306,206,246,136,106,,
711,60,058,006,306,206,246,136,106,,
711,61,059,007,307,207,247,137,107,,
711,62,060,006,306,206,246,136,106,,
711,63,061,006,306,206,246,136,106,,
711,64,062,006,306,206,246,136,106,,
711,65,063,006,306,206,246,136,106,,
711,66,064,006,306,206,246,136,106,,
711,67,065,006,306,206,246,136,106,,
711,68,066,006,306,206,246,136,106,,
711,69,067,006,306,206,246,136,106,,
711,70,068,006,306,206,246,136,106,,
711,71,069,006,306,206,246,136,106,,
711,72,070,006,306,206,246,136,106,,
711,73,071,006,306,206,246,136,106,,
711,74,072,006,306,206,246,136,106,,
711,75,073,006,306,206,246,136,106,,
711,76,074,006,306,206,246,136,106,,
711,77,075,006,306,206,246,136,106,,
711,78,076,006,306,206,246,136,106,,
711,79,077,006,306,206,246,136,106,,
711,80,078,006,306,206,246,136,106,,
711,81,079,006,306,206,246,136,106,,
711,82,080,006,306,206,246,136,106,,
711,83,081,006,306,206,246,136,106,,
711,84,082,006,306,206,246,136,106,,
711,85,083,006,306,206,246,136,106,,
711,86,084,006,306,206,246,136,106,,
711,87,085,006,306,206,246,136,106,,
711,88,086,006,306,206,246,136,106,,
711,89,087,006,306,206,246,136,106,,
711,90,088,006,306,206,246,136,106,,
711,91,089,006,306,206,246,136,106,,
711,92,100,006,306,206,246,136,106,,
711,93,101,006,306,206,246,136,106,,
711,94,102,006,306,206,246,136,106,,
711,95,103,006,306,206,246,136,106,,
711,96,104,006,306,206,246,136,106,,
711,97,105,006,306,206,246,136,106,,
711,98,106,006,306,206,246,136,106,,
711,99,107,006,306,206,246,136,106,,
711,100,108,006,306,206,246,136,106,,
