origin,idx,destination,ground,three_day_select,two_day_air,two_day_air_am,next_day_air_saver,next_day_air,unknown1,unknown2
176,8,005,002,302,202,242,132,102,,
176,9,006,045,-,225,-,-,125,,
176,10,007,045,-,225,-,-,125,,
176,11,009,045,-,225,-,-,125,,
176,12,010,003,303,203,243,133,103,,
176,13,011,003,303,203,243,133,103,,
176,14,012,003,303,203,243,133,103,,
176,15,013,003,303,203,243,133,103,,
176,16,014,003,303,203,243,133,103,,
176,17,015,003,303,203,243,133,103,,
176,18,016,003,303,203,243,133,103,,
176,19,017,003,303,203,243,133,103,,
176,20,018,003,303,203,243,133,103,,
176,21,019,003,303,203,243,133,103,,
176,22,020,003,303,203,243,133,103,,
176,23,021,003,303,203,243,133,103,,
176,24,022,003,303,203,243,133,103,,
176,25,023,004,304,204,244,134,104,,
176,26,024,003,303,203,243,133,103,,
176,27,025,004,304,204,244,134,104,,
176,28,026,004,304,204,244,134,104,,
176,29,027,004,304,204,244,134,104,,
176,30,028,003,303,203,243,133,103,,
176,31,029,003,303,203,243,133,103,,
176,32,030,004,304,204,244,134,104,,
176,33,031,003,303,203,243,133,103,,
176,34,032,003,303,203,243,133,103,,
176,35,033,003,303,203,243,133,103,,
176,36,034,003,303,203,243,133,103,,
176,37,035,004,304,204,244,134,104,,
176,38,036,003,303,203,243,133,103,,
176,39,037,003,303,203,243,133,103,,
176,40,038,004,304,204,244,134,104,,
176,41,039,004,304,204,244,134,104,,
176,42,040,004,304,204,244,134,104,,
176,43,041,004,304,204,244,134,104,,
176,44,042,004,304,204,244,134,104,,
176,45,043,004,304,204,244,134,104,,
176,46,044,004,304,204,244,134,104,,
176,47,045,004,304,204,244,134,104,,
176,48,046,004,304,204,244,134,104,,
176,49,047,004,304,204,244,134,104,,
176,50,048,004,304,204,244,134,104,,
176,51,049,004,304,204,244,134,104,,
176,52,050,003,303,203,243,133,103,,
176,53,051,003,303,203,243,133,103,,
176,54,052,003,303,203,243,133,103,,
176,55,053,003,303,203,243,133,103,,
176,56,054,003,303,203,243,133,103,,
176,57,055,003,303,203,243,133,103,,
176,58,056,004,304,204,244,134,104,,
176,59,057,003,303,203,243,133,103,,
176,60,058,004,304,204,244,134,104,,
176,61,059,004,304,204,244,134,104,,
176,62,060,003,303,203,243,133,103,,
176,63,061,003,303,203,243,133,103,,
176,64,062,003,303,203,243,133,103,,
176,65,063,003,303,203,243,133,103,,
176,66,064,003,303,203,243,133,103,,
176,67,065,003,303,203,243,133,103,,
176,68,066,003,303,203,243,133,103,,
176,69,067,003,303,203,243,133,103,,
176,70,068,002,302,202,242,132,102,,
176,71,069,002,302,202,242,132,102,,
176,72,070,002,302,202,242,132,102,,
176,73,071,002,302,202,242,132,102,,
176,74,072,002,302,202,242,132,102,,
176,75,073,002,302,202,242,132,102,,
176,76,074,002,302,202,242,132,102,,
176,77,075,002,302,202,242,132,102,,
176,78,076,002,302,202,242,132,102,,
176,79,077,002,302,202,242,132,102,,
176,80,078,002,302,202,242,132,102,,
176,81,079,002,302,202,242,132,102,,
176,82,080,002,302,202,242,132,102,,
176,83,081,002,302,202,242,132,102,,
176,84,082,002,302,202,242,132,102,,
176,85,083,002,302,202,242,132,102,,
176,86,084,002,302,202,242,132,102,,
176,87,085,002,302,202,242,132,102,,
176,88,086,002,302,202,242,132,102,,
176,89,087,002,302,202,242,132,102,,
176,90,088,002,302,202,242,132,102,,
176,91,089,002,302,202,242,132,102,,
176,92,100,002,302,202,242,132,102,,
176,93,101,002,302,202,242,132,102,,
176,94,102,002,302,202,242,132,102,,
176,95,103,002,302,202,242,132,102,,
176,96,104,002,302,202,242,132,102,,
176,97,105,002,302,202,242,132,102,,
176,98,106,002,302,202,242,132,102,,
176,99,107,002,302,202,242,132,102,,
176,100,108,002,302,202,242,132,102,,
176,101,109,002,302,202,242,132,102,,
176,102,110,002,302,202,242,132,102,,
176,103,111,002,302,202,242,132,102,,
176,104,112,002,302,202,242,132,102,,
176,105,113,002,302,202,242,132,102,,
176,106,114,002,302,202,242,132,102,,
176,107,115,002,302,202,242,132,102,,
176,108,116,002,302,202,242,132,102,,
176,109,117,002,302,202,242,132,102,,
176,110,118,002,302,202,242,132,102,,
176,111,119,003,303,203,243,133,103,,
176,112,120,003,303,203,243,133,103,,
176,113,121,003,303,203,243,133,103,,
176,114,122,003,303,203,243,133,103,,
176,115,123,003,303,203,243,133,103,,
176,116,124,002,302,202,242,132,102,,
176,117,125,002,302,202,242,132,102,,
176,118,126,002,302,202,242,132,102,,
176,119,127,002,302,202,242,132,102,,
176,120,128,003,303,203,243,133,103,,
176,121,129,003,303,203,243,133,103,,
176,122,130,003,303,203,243,133,103,,
176,123,131,003,303,203,243,133,103,,
176,124,132,003,303,203,243,133,103,,
176,125,133,003,303,203,243,133,103,,
176,126,134,003,303,203,243,133,103,,
176,127,135,003,303,203,243,133,103,,
176,128,136,003,303,203,243,133,103,,
176,129,137,002,302,202,242,132,102,,
176,130,138,002,302,202,242,132,102,,
176,131,139,002,302,202,242,132,102,,
176,132,140,003,303,203,243,133,103,,
176,133,141,003,303,203,243,133,103,,
176,134,142,003,303,203,243,133,103,,
176,135,143,003,303,203,243,133,103,,
176,136,144,003,303,203,243,133,103,,
176,137,145,003,303,203,243,133,103,,
176,138,146,003,303,203,243,133,103,,
176,139,147,003,303,203,243,133,103,,
176,140,148,002,302,202,242,132,102,,
176,141,149,002,302,202,242,132,102,,
176,142,150,003,303,203,243,133,103,,
176,143,151,003,303,203,243,133,103,,
176,144,152,003,303,203,243,133,103,,
176,145,153,003,303,203,243,133,103,,
176,146,154,003,303,203,243,133,103,,
176,147,155,002,302,202,242,132,102,,
176,148,156,003,303,203,243,133,103,,
176,149,157,002,302,202,242,132,102,,
176,150,158,002,302,202,242,132,102,,
